Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,25544321,26310226,27111713,27976983,28890555,29842791,30821476,31828645,32885195,34013052,35181524,36408817,37691853,38997298,40378425,41799533,43197045,44600412,46065978,47574851,49118035,50732478
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,1650909,1698593,1758751,1824640,1895843,1968249,2035727,2120331,2211326,2285052,2350164,2408084,2466860,2527113,2588778,2651836,2716588,2781753,2847552,2914434,2981800,3049941
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,20066543,20357979,20643488,20920388,21186610,21442913,21686623,21925966,22167933,22405198,22632420,22850386,23060580,23272374,23517966,23874571,24331054,24779301,25139588,25415242,25575607,25668667
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,277671,283149,288795,294921,301235,307665,314245,321030,328043,335285,342717,350298,358036,365933,373999,381884,389497,397126,404903,412703,420357,428132
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,231264,235308,239155,242873,246494,249996,253369,256599,259594,262614,265726,268717,271704,274677,277736,280983,284085,286974,289745,292344,294911,297646
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2074083,2106901,2138782,2170068,2200829,2231315,2261818,2291917,2321021,2349468,2377400,2404428,2430257,2455070,2479289,2502859,2525472,2546376,2564622,2578741,2590709,2605235
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,1335398,1347803,1358793,1368658,1378328,1387938,1397632,1407236,1416369,1424823,1434581,1445100,1455254,1465558,1475456,1485309,1506976,1522645,1527766,1538184,1546806,1556520
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5595307,5606222,5616987,5625118,5630144,5632650,5633996,5635364,5637179,5639643,5643060,5647146,5650315,5652022,5650455,5644544,5637159,5628282,5616818,5589258,5562694,5551684
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,59798,61016,62021,63550,65110,66309,67048,67387,68140,68996,69642,70680,71827,72917,73780,74067,75798,76024,74175,73008,71911,70935
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,20890,21605,22323,23046,23777,24523,25274,26033,26797,27569,28348,29112,29853,30572,31270,31954,32627,33285,33941,34398,34669,34943
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,494964,503815,512738,521680,530622,539584,548572,557572,566592,574033,579665,584829,589809,594938,600193,605429,610590,615637,619932,623154,626775,631148
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,4971013,4973473,4978776,4989584,5007301,5040642,5086689,5119992,5139122,5152709,5161272,5163357,5170017,5182914,5195724,5212288,5232447,5255756,5269701,5173976,5257222,5362319
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40120267,40149300,40151562,40147180,40131513,40116978,40088841,40042085,40037382,39357575,39486445,39647229,39859493,40244901,40598245,40766909,40899311,40996355,41032520,41049155,41347556,41695527
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,392572,401257,407280,413536,421567,430661,439452,448524,457521,466253,474899,483527,492063,500482,508832,517141,525424,533626,541471,548890,556264,563824
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,34159,34296,34414,34519,34590,34630,34663,34697,34717,34718,34761,34742,34926,35144,35179,35299,35452,35673,35883,36039,36161,36282
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2659320,2667415,2674861,2682791,2692287,2705030,2721812,2737217,2750241,2762387,2773637,2786137,2801192,2821999,2845175,2864553,2879718,2890926,2900148,2913397,2936844,2958942
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,4464921,4526492,4587454,4647506,4706176,4763782,4822328,4882666,4943959,5005175,5065869,5126060,5185752,5244874,5303141,5360426,5416994,5472410,5527482,5582224,5634261,5683423
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,16126874,16346159,16578139,16806416,17050923,17330466,17628560,17946941,18282636,18632179,18995990,19371095,19755734,20152232,20556314,20961313,21362603,21756903,22132899,22497244,22862237,23217161
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,939706742,947841241,955747457,963612176,971322875,978840774,986279905,993593908,1000802530,1008478225,1017128667,1025651012,1033828451,1041612213,1049310240,1057095692,1063716377,1069429633,1074093220,1077258405,1079556740,1081444313
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1320234463,1342900131,1365699438,1388276456,1410770928,1433168606,1455181684,1477114504,1499700369,1522383787,1544362521,1566067758,1587812977,1609680565,1631196818,1652284816,1673275005,1693990322,1713607240,1731599644,1749270551,1768460298
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1055253166,1063713035,1071867892,1079946346,1088047263,1096077320,1104102017,1111842701,1119427344,1127420396,1136458441,1145321788,1153868932,1162026758,1170090411,1178159309,1185058155,1191037785,1195722084,1198383679,1200423634,1202697866
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,105783828,106269161,106810123,107372448,107972306,108465282,109279449,110207868,111313400,112424256,113371351,114393210,115434270,116526666,117611762,118644574,119682977,120755470,121602588,122461284,120660809,120861849
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,417991735,419073449,420317410,421597232,422919331,424344825,426202418,428029842,429847891,431065847,432908157,435061945,437266956,439477098,441652744,443566849,445402363,447006374,448128362,448534562,447103817,448569753
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,6544813,6659818,6776204,6893501,7012450,7133070,7254593,7376503,7498852,7622056,7744557,7863795,7981215,8100227,8222126,8350700,8509651,8672767,8790148,8886835,8984602,9078518
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,37686851,38492094,39286378,40071848,40852875,41650626,42466097,43295925,44175744,45169115,46209495,47285316,48398933,49472593,50509730,51515521,52490759,53429404,54357401,55260287,56124592,56987677
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,159777952,160686803,161624850,162522649,163331618,164224997,165071229,165630936,166032854,165689715,166077016,166665108,167257984,167805585,168349711,168746373,169182661,169398055,169638442,169646248,170345819,171364594
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1245585,1298813,1353934,1388443,1412834,1436133,1476246,1515585,1547741,1577851,1600542,1622649,1636349,1644779,1657572,1673563,1697963,1724860,1753513,1785840,1817878,1850523
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,20315259,20720462,21117720,21516423,21909832,22347342,22729625,22927127,23014206,23074622,23059451,22948775,22853324,22817982,22821680,22858897,22946018,23104636,23213643,23236858,23416745,23710861
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,642160,637741,633621,629862,626127,623190,621710,621054,620239,618917,617158,615543,614645,615901,617086,619270,623319,627427,629878,631228,640385,649310
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,35686336,36760688,37852598,38961005,40093124,41263931,42458192,43667289,44916491,46215601,47540484,48862026,50196354,51560461,52968539,54418849,55882976,57375433,58906550,60443404,61980175,63545705
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,209510879,210310659,211168337,211993456,212745812,213521234,214266863,214816683,215149054,214799265,215160955,215730372,216317099,216868300,217418550,217836653,218291197,218522907,218709670,218468444,218629352,219725386
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,319119289,327259057,335273501,343484455,351879957,360268072,369037475,378337914,387863665,397473768,407365310,417438399,427313072,437087960,447065386,457196210,467387774,477951933,488956713,499984131,508703101,520421329
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2541277,2548930,2557498,2567217,2578051,2590275,2604239,2618383,2631775,2645524,2659632,2673534,2686141,2696703,2706934,2715752,2721234,2725793,2731054,2737509,2745395,2759947
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,432518,437004,441500,445918,450318,454459,457414,459159,460442,461408,462138,462716,463134,463293,463229,462926,462276,461366,461878,463683,466140,469490
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,29973050,30182216,30399010,30619951,30825573,31008324,31174324,31328492,31477219,31623120,31771596,31932616,32078475,32189247,32271469,32363229,32477716,32586250,32670705,32758032,32847321,32927891
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,24241,24567,24900,25081,25096,25109,25130,25151,25139,25106,25084,25070,25050,25209,25570,25959,26360,26749,27130,27380,27482,27570
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,56495,56421,56246,55995,55656,55253,54828,54393,54246,54398,54568,54755,54957,55166,55388,55630,55865,56072,56413,56898,57387,57891
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,669040,688174,708467,730264,753766,779034,805971,834773,865821,899015,933766,969160,1003790,1036303,1066111,1093401,1119168,1144323,1168822,1192411,1215505,1238576
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,28964154,29120962,29309526,29533818,29773916,30029168,30290652,30543717,30805860,31069406,31309446,31543950,31799385,32074811,32340918,32581496,32798279,33000535,33133126,33112733,33499858,33788722
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1847424,1835929,1827628,1818897,1811111,1804474,1802022,1788952,1778715,1767150,1756606,1753480,1754655,1756212,1756252,1755805,1754637,1750910,1751135,1743681,1745015,1767206
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,10312728,10601193,10892403,11190399,11494181,11801766,12113292,12428179,12742737,13060897,13388449,13722904,14059371,14397364,14739510,15073582,15398027,15723678,16051315,16375536,16695114,17016528
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,13863,14081,14300,14527,14749,14954,15158,15373,15598,15823,16064,16192,16201,16223,16244,16268,16297,16320,16337,16317,16308,16334
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,4206776,4303547,4395576,4479878,4570372,4676528,4791806,4911573,5035358,5163256,5292876,5425320,5564217,5711742,5866792,6024466,6184649,6349991,6518034,6685900,6854020,7023590
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,749718,771376,794483,818687,844305,871338,899494,928615,958562,989446,1021199,1053493,1085941,1118341,1150704,1182968,1215115,1247342,1280033,1313119,1346335,1380095
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,627230,642205,657912,674317,691579,709928,728980,748466,768572,789578,811572,834247,857202,880191,903188,926027,948791,971745,994606,1017216,1039860,1062741
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,383968,403668,423972,445146,467474,491133,516140,542409,569731,597134,624500,652487,680902,709490,738048,766354,794308,821881,844153,863375,883926,903958
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5429975,5440592,5450600,5461841,5472470,5479882,5487237,5493722,5492782,5476950,5439813,5393788,5352340,5312418,5286884,5273998,5261328,5254476,5242307,5177554,5102926,5063924
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,54535,54821,55220,55599,55973,56349,56743,57148,57562,57983,58426,58897,59367,59819,60258,60681,61090,61483,61916,62356,62721,63041
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,30229,30279,30324,30317,30212,30070,29928,29908,30188,30144,30068,29871,29748,29633,29660,29644,29561,29662,29711,29809,29753,29796
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,6034184,6165563,6296273,6426631,6556342,6685344,6813669,6941334,7068420,7196825,7324702,7453516,7582657,7711363,7839799,7968085,8096410,8223795,8348500,8470073,8590378,8710000
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,82448,82900,83243,83485,83629,83676,83648,83559,83691,84025,84350,84636,84833,84996,85126,85205,85186,85102,85317,85879,86446,86992
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,379813,379988,379674,379057,378137,376976,375558,373882,371984,369890,369501,370411,370931,371621,372409,373282,386040,392821,389899,393635,395982,398825
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,621791409,624761737,627891627,631317149,635542042,640425020,645628238,650337937,654259088,657089362,660919344,664869311,668824569,672854529,676989893,680556264,683847320,686626707,688848084,688086666,689528934,693050100
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3293565,3270809,3279895,3277700,3283026,3297018,3303141,3296437,3306449,3315497,3341565,3345028,3357909,3375671,3391006,3416625,3443005,3467315,3452974,3419023,3384592,3467369
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,3548604,3641043,3733128,3825041,3916738,4007762,4097779,4186810,4274733,4361400,4446997,4531602,4615611,4699291,4782635,4865783,4948831,5031794,5112980,5190703,5267354,5347368
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,249685933,257294286,264773282,272477674,280498702,288493588,296732074,305349379,314062812,323063675,332369183,341931491,351944266,362230761,372887792,383939599,395065568,406298517,417765157,429282159,440806721,452626654
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,2063084,2063864,2064901,2068225,2069605,2070255,2071183,2070404,2067480,2062281,2057943,2054271,2048178,2033789,2021957,2000221,1984862,1976146,1969718,1888646,1877942,1877920
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,4301197,4376534,4451252,4526364,4603020,4679659,4756176,4833100,4890743,4947739,5023564,5098458,5172525,5246167,5319125,5391671,5463738,5535128,5605395,5672850,5738710,5805698
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4828263,4811880,4799327,4789543,4782418,4774715,4766498,4760006,4750174,4740061,4719977,4709367,4699323,4691952,4681743,4673310,4673638,4678279,4672304,4654334,4629668,4610510
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,2058422798,2081563914,2104671160,2127534449,2149741236,2171216057,2193149812,2215414619,2237561878,2260590191,2284850630,2309696691,2334353249,2358229259,2381079953,2403223511,2423846228,2442906917,2459563588,2472708502,2480939691,2492689713
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,2646301961,2683865868,2721349165,2758746808,2795825513,2832437010,2869511119,2907288286,2945775229,2985476100,3026071283,3066820580,3107441302,3147496493,3187085509,3226720494,3265441288,3303190905,3339264362,3372261384,3400392331,3432490834
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,587879163,602301954,616678005,631212359,646084277,661220953,676361307,691873667,708213351,724885909,741220653,757123889,773088053,789267234,806005556,823496983,841595060,860283988,879700774,899552882,919452640,939801121
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,198630527,203342267,208213584,213121156,218125278,223332180,228716681,234324921,240255326,246138021,251636114,256947656,262196984,267187701,271963697,277010975,282403312,287987684,293886167,300014510,306353018,312968471
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,110738346,112245542,113702084,115167468,116685330,118236404,119801561,121344803,122882663,124451334,126039491,127582414,129071050,130517327,131909809,133245399,134536680,135798442,136927582,137852478,138703277,139707831
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,389248636,398959687,408464421,418091203,427958999,437888773,447644626,457548746,467958025,478747888,489584539,500176233,510891069,522079533,534041859,546486008,559191748,572296304,585814607,599538372,613099622,626832650
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,37876,38310,38739,39166,39629,40130,40639,41136,41621,41880,41844,41721,41575,41414,41340,41407,41508,41583,41630,41736,41859,41947
India,IND,"Population, male",SP.POP.TOTL.MA.IN,568334873,578236241,587990365,597477666,606611392,615506279,624242020,632892402,641566029,650244390,658839435,667322883,675549357,683543213,691623419,699587889,707149230,714325057,720997448,726503429,731180498,736851532
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,1953068,1985565,2025466,2075615,2137329,2199761,2239936,2256891,2264844,2271361,2278653,2289543,2304438,2325945,2353419,2379975,2410562,2444120,2469767,2494029,2541063,2608515
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,34099104,34429317,35028219,35630982,36210381,36750402,37258400,37767957,38301112,38783336,39262182,39818340,40556060,41454741,42200628,42789954,43333952,43792157,44134884,44426789,44714592,45002394
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,13070653,13479925,13872761,14287950,14384444,14253474,14526220,15062364,15555695,16119318,16870903,17688677,18331660,18850267,19328788,19794794,20289270,20788703,21297577,21797409,22290370,22806498
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,143855,144829,146269,149173,153876,158725,161475,160997,159964,160180,160900,162375,164245,166216,169141,174307,180210,184880,187982,190942,195800,201745
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,3240065,3300450,3360721,3422076,3484797,3548771,3613709,3702341,3772673,3846087,3920849,3997866,4078523,4163174,4248793,4335046,4421961,4509772,4592300,4672141,4767057,4868822
